ID,Name / Nom,Latitude,Longitude,Prov/Terr,Timezone / Fuseau horaire,wflow_code
01DP004,MIDDLE RIVER OF PICTOU AT ROCKLIN,45.49739,-62.78019,NS,UTC-04:00,4000072
01DR001,SOUTH RIVER AT ST. ANDREWS,45.55972,-61.90364,NS,UTC-04:00,4000073
01EA003,TUSKET RIVER AT WILSON'S BRIDGE,43.92481,-65.86853,NS,UTC-04:00,4000074
01EC001,ROSEWAY RIVER AT LOWER OHIO,43.83736,-65.36911,NS,UTC-04:00,4000075
01ED005,MERSEY RIVER BELOW GEORGE LAKE,44.33314,-65.20508,NS,UTC-04:00,4000076
01ED007,MERSEY RIVER BELOW MILL FALLS,44.43678,-65.22186,NS,UTC-04:00,4000077
01ED013,SHELBURNE RIVER AT POLLARD'S FALLS BRIDGE,44.21542,-65.24142,NS,UTC-04:00,4000078
01EE005,MOOSE PIT BROOK AT TUPPER LAKE,44.46183,-65.04778,NS,UTC-04:00,4000079
01EF001,LAHAVE RIVER AT WEST NORTHFIELD,44.44744,-64.59119,NS,UTC-04:00,4000080
01EJ001,SACKVILLE RIVER AT BEDFORD,44.73153,-63.66044,NS,UTC-04:00,4000081
01EJ004,LITTLE SACKVILLE RIVER AT MIDDLE SACKVILLE,44.76447,-63.6875,NS,UTC-04:00,4000082
01EJ009,TOMAHAWK LAKE NEAR HAMMONDS PLAINS,44.78083,-63.79017,NS,UTC-04:00,4000083
01EJ010,TOMAHAWK LAKE OUTLET NEAR HAMMONDS PLAINS,44.78106,-63.78975,NS,UTC-04:00,4000084
01EO001,ST. MARYS RIVER AT STILLWATER,45.17439,-61.97992,NS,UTC-04:00,4000085
01FA001,RIVER INHABITANTS AT GLENORA,45.72025,-61.28611,NS,UTC-04:00,4000086
01FB001,NORTHEAST MARGAREE RIVER AT MARGAREE VALLEY,46.36897,-60.97528,NS,UTC-04:00,4000087
01FB003,SOUTHWEST MARGAREE RIVER NEAR UPPER MARGAREE,46.22311,-61.13692,NS,UTC-04:00,4000088
01FC002,CHETICAMP RIVER ABOVE ROBERT BROOK,46.64158,-60.94611,NS,UTC-04:00,4000089
01FE002,INDIAN BROOK AT INDIAN BROOK,46.37172,-60.53369,NS,UTC-04:00,4000090
01FF001,MIDDLE RIVER AT MACLENNANS CROSS,46.19,-60.94181,NS,UTC-04:00,4000091
01FG001,RIVER DENYS AT BIG MARSH,45.89369,-61.20475,NS,UTC-04:00,4000092
01FJ002,MACASKILLS BROOK NEAR BIRCH GROVE,46.11789,-60.00467,NS,UTC-04:00,4000093
02AB006,KAMINISTIQUIA RIVER AT KAMINISTIQUIA,48.53231,-89.595,ON,UTC-05:00,4000094
02AB008,NEEBING RIVER NEAR THUNDER BAY,48.38339,-89.30656,ON,UTC-05:00,4000095
02AB014,NORTH CURRENT RIVER NEAR THUNDER BAY,48.51956,-89.17503,ON,UTC-05:00,4000096
02AB017,WHITEFISH RIVER AT NOLALU,48.29211,-89.80986,ON,UTC-05:00,4000097
02AB019,MCVICAR CREEK AT THUNDER BAY,48.4492,-89.21861,ON,UTC-05:00,4000098
02AB020,MCINTYRE RIVER ABOVE THUNDER BAY,48.48269,-89.32464,ON,UTC-05:00,4000099
02AB021,CURRENT RIVER AT STEPSTONE,48.56244,-89.24067,ON,UTC-05:00,4000100
02AB022,CORBETT CREEK NEAR MURILLO,48.42862,-89.545632,ON,UTC-05:00,4000101
02AB023,SLATE RIVER NEAR THUNDER BAY,48.32576,-89.40421,ON,UTC-05:00,4000102
02AB024,NEEBING RIVER NEAR INTOLA,48.44281,-89.35776,ON,UTC-05:00,4000103
02AB025,KAMINISTIQUIA RIVER AT WEST FORT WILLIAM,48.34633,-89.35956,ON,UTC-05:00,4000104
02AB027,WHITEFISH RIVER NEAR STANLEY,48.3593,-89.60352,ON,UTC-05:00,4000105
02AC001,WOLF RIVER AT HIGHWAY NO. 17,48.82169,-88.53461,ON,UTC-05:00,4000106
02AC002,BLACK STURGEON RIVER AT HIGHWAY NO. 17,48.90422,-88.37686,ON,UTC-05:00,4000107
02AD010,BLACKWATER RIVER AT BEARDMORE,49.59761,-87.96544,ON,UTC-05:00,4000108
02AD012,NIPIGON RIVER BELOW ALEXANDER GENERATING STATION,49.1227,-88.35787,ON,UTC-05:00,4000109
02AE001,GRAVEL RIVER NEAR CAVERS,48.926,-87.69019,ON,UTC-05:00,4000110
02BA003,LITTLE PIC RIVER NEAR COLDWELL,48.84911,-86.607223,ON,UTC-05:00,4000111
02BA005,WHITESAND RIVER ABOVE SCHREIBER AT MINOVA MINE,48.97811,-87.37678,ON,UTC-05:00,4000112
02BA006,STEEL RIVER BELOW SANTOY LAKE,48.81371,-86.859337,ON,UTC-05:00,4000113
02BB003,PIC RIVER NEAR MARATHON,48.77408,-86.29661,ON,UTC-05:00,4000114
02BB004,CEDAR CREEK NEAR HEMLO,48.70542,-85.90794,ON,UTC-05:00,4000115
02BC006,PUKASKWA RIVER BELOW FOX RIVER,48.16039,-85.73092,ON,UTC-05:00,4000116
02BC007,WHITE LAKE AT WHITE LAKE PROVINCIAL PARK,48.69289,-85.64214,ON,UTC-05:00,4000117
02BC008,WHITE RIVER ABOVE OSKABUKUTA RIVER,48.58783,-85.89128,ON,UTC-05:00,4000118
02BD005,MAGPIE RIVER AT ESNAGI LAKE,48.48044,-84.53269,ON,UTC-05:00,4000119
02BF001,BATCHAWANA RIVER NEAR BATCHAWANA,47.00353,-84.51556,ON,UTC-05:00,4000120
02BF002,GOULAIS RIVER NEAR SEARCHMONT,46.86094,-83.97181,ON,UTC-05:00,4000121
02BF004,BIG CARP RIVER NEAR SAULT STE. MARIE,46.51589,-84.46518,ON,UTC-05:00,4000122
02BF014,GOULAIS RIVER NEAR KIRBY'S CORNER,46.71739,-84.28478,ON,UTC-05:00,4000123
02CA002,ROOT RIVER AT SAULT STE. MARIE,46.56286,-84.28169,ON,UTC-05:00,4000124
02CA003,ST. MARYS RIVER NEAR GARDEN RIVER,46.53258,-84.13125,ON,UTC-05:00,4000125
02CA007,THESSALON RIVER NEAR POPLAR DALE,46.53047,-83.70961,ON,UTC-05:00,4000126
02CB003,AUBINADONG RIVER ABOVE SESABIC CREEK,46.96842,-83.41686,ON,UTC-05:00,4000127
02CC005,LITTLE WHITE RIVER NEAR BELLINGHAM,46.39395,-83.28298,ON,UTC-05:00,4000128
02CC008,MISSISSAGI RIVER AT MISSISSAGI CHUTE,46.20136,-83.02539,ON,UTC-05:00,4000129
02CC010,LITTLE WHITE RIVER BELOW BOLAND RIVER,46.58114,-82.968,ON,UTC-05:00,4000130
02CD001,SERPENT RIVER AT HIGHWAY NO. 17,46.21078,-82.51242,ON,UTC-05:00,4000131
02CD006,SERPENT RIVER ABOVE QUIRKE LAKE,46.51158,-82.60028,ON,UTC-05:00,4000132
02CE002,AUX SABLES RIVER AT MASSEY,46.21494,-82.07081,ON,UTC-05:00,4000133
02CE007,MINISTIC CREEK ABOVE AGNEW LAKE,46.42957,-81.60033,ON,UTC-05:00,4000134
02CF005,JUNCTION CREEK AT SUDBURY,46.47872,-81.01042,ON,UTC-05:00,4000135
02CF007,WHITSON RIVER AT CHELMSFORD,46.58336,-81.19911,ON,UTC-05:00,4000136
02CF008,WHITSON RIVER AT VAL CARON,46.61017,-81.03297,ON,UTC-05:00,4000137
02CF010,ONAPING RIVER NEAR LEVACK,46.5995,-81.38197,ON,UTC-05:00,4000138
02CF011,VERMILION RIVER NEAR VAL CARON,46.68544,-81.00925,ON,UTC-05:00,4000139
02CF012,JUNCTION CREEK BELOW KELLEY LAKE,46.42731,-81.09844,ON,UTC-05:00,4000140
02CF013,MOOSE CREEK AT LEVACK,46.63594,-81.39147,ON,UTC-05:00,4000141
02CF014,VERMILION RIVER NEAR MILNET,46.81944,-80.95714,ON,UTC-05:00,4000142
02CG003,BLUE JAY CREEK NEAR TEHKUMMAH,45.65169,-81.98661,ON,UTC-05:00,4000143
02CG005,MINDEMOYA LAKE AT MINDEMOYA,45.74989,-82.18489,ON,UTC-05:00,4000144
02CH001,FROOD LAKE NEAR WHITEFISH FALLS,46.11861,-81.72839,ON,UTC-05:00,4000145
02CH002,PANACHE LAKE AT JACKSON'S POINT,46.27358,-81.34458,ON,UTC-05:00,4000146
02DB005,WANAPITEI RIVER NEAR WANUP,46.34567,-80.83956,ON,UTC-05:00,4000147
02DB007,CONISTON CREEK ABOVE WANAPITEI RIVER,46.47528,-80.82153,ON,UTC-05:00,4000148
02DB008,WANAPITEI RIVER AT HIGHWAY 637,46.15997,-80.9232,ON,UTC-05:00,4000149
02DC004,STURGEON RIVER NEAR GLEN AFTON,46.63717,-80.26325,ON,UTC-05:00,4000150
02DC012,STURGEON RIVER AT UPPER GOOSE FALLS,46.97025,-80.45878,ON,UTC-05:00,4000151
02DC013,LITTLE STURGEON RIVER BELOW BOOTH LAKE,46.42761,-79.66203,ON,UTC-05:00,4000152
02DD006,LAKE NIPISSING AT NORTH BAY,46.31183,-79.47381,ON,UTC-05:00,4000153
02DD010,FRENCH RIVER AT DRY PINE BAY,46.06858,-80.61164,ON,UTC-05:00,4000154
02DD012,VEUVE RIVER NEAR VERNER,46.40819,-80.12281,ON,UTC-05:00,4000155
02DD013,LA VASE RIVER AT NORTH BAY,46.26344,-79.39511,ON,UTC-05:00,4000156
02DD014,CHIPPEWA CREEK AT NORTH BAY,46.31178,-79.44836,ON,UTC-05:00,4000157
02DD015,COMMANDA CREEK NEAR COMMANDA,45.94919,-79.60658,ON,UTC-05:00,4000158
02DD017,FRENCH RIVER AT CHAUDIERE DAM,46.12083,-80.0275,ON,UTC-05:00,4000159
02DD020,LITTLE FRENCH RIVER AT OKIKENDAWT ISLAND,46.12314,-80.07911,ON,UTC-05:00,4000160
02DD021,LAKE NIPISSING AT FRENCH RIVER OUTLET,46.12553,-80.01231,ON,UTC-05:00,4000161
02DD022,DOLLARS LAKE BELOW S NARROWS,45.92039,-80.24175,ON,UTC-05:00,4000162
02DD023,FOREST LAKE AT SOUTH RIVER,45.83969,-79.35692,ON,UTC-05:00,4000163
02DD024,WASI RIVER NEAR ASTORVILLE,46.17842,-79.30989,ON,UTC-05:00,4000164
02DD025,FRENCH RIVER AT HARTLEY BAY,46.03522,-80.76011,ON,UTC-05:00,4000165
02DD026,FRENCH RIVER AT WOLSELEY BAY,46.10572,-80.26528,ON,UTC-05:00,4000166
02DD027,FRENCH RIVER BELOW PORTAGE DAM,46.1205,-80.01808,ON,UTC-05:00,4000167
02DD028,PICKEREL RIVER ABOVE CANTIN LAKE,45.98491,-80.41043,ON,UTC-05:00,4000168
02DD032,LAKE NIPISSING AT WEST BAY,46.22597,-80.31278,ON,UTC-05:00,4000169
02EA005,NORTH MAGNETAWAN RIVER NEAR BURK'S FALLS,45.66947,-79.37919,ON,UTC-05:00,4000170
02EA010,NORTH MAGNETAWAN RIVER ABOVE PICKEREL LAKE,45.70377,-79.30879,ON,UTC-05:00,4000171
02EA011,MAGNETAWAN RIVER NEAR BRITT,45.77306,-80.48233,ON,UTC-05:00,4000172
02EA015,CECEBE LAKE AT MAGNETAWAN,45.66497,-79.64097,ON,UTC-05:00,4000173
02EA016,DOE LAKE NEAR KATRINE,45.57195,-79.36685,ON,UTC-05:00,4000174
02EA018,MAGNETAWAN RIVER NEAR EMSDALE,45.5567,-79.28798,ON,UTC-05:00,4000175
02EA019,AHMIC LAKE NEAR AHMIC HARBOUR,45.66907,-79.74521,ON,UTC-05:00,4000176
02EA020,BERNARD LAKE AT SUNDRIDGE,45.718,-79.41733,ON,UTC-05:00,4000177
02EA021,SHAWANAGA RIVER BELOW SHAWANAGA LAKE,45.55894,-80.03797,ON,UTC-05:00,4000178
02EB004,NORTH BRANCH MUSKOKA RIVER AT PORT SYDNEY,45.21286,-79.27528,ON,UTC-05:00,4000179
02EB008,SOUTH BRANCH MUSKOKA RIVER AT BAYSVILLE,45.14797,-79.1135,ON,UTC-05:00,4000180
02EB011,MOON RIVER AT HIGHWAY NO. 400,45.06506,-79.79014,ON,UTC-05:00,4000181
02EB012,MUSQUASH RIVER AT HIGHWAY NO. 400,45.02253,-79.77681,ON,UTC-05:00,4000182
02EB013,BIG EAST RIVER NEAR HUNTSVILLE,45.39272,-79.15994,ON,UTC-05:00,4000183
02EB014,OXTONGUE RIVER NEAR DWIGHT,45.31197,-78.98939,ON,UTC-05:00,4000184
02EB015,BALA BAY AT BALA,45.01314,-79.61353,ON,UTC-05:00,4000185
02EB016,FAIRY LAKE AT HUNTSVILLE,45.3242,-79.21194,ON,UTC-05:00,4000186
02EB017,KAWAGAMA LAKE AT RUSSELL LANDING,45.26365,-78.8145,ON,UTC-05:00,4000187
02EB018,LAKE MUSKOKA AT BEAUMARIS,45.07042,-79.49383,ON,UTC-05:00,4000188
02EB019,LAKE OF BAYS AT BAYSVILLE,45.14881,-79.11328,ON,UTC-05:00,4000189
02EB020,LAKE ROSSEAU AT PORT CARLING,45.12008,-79.5765,ON,UTC-05:00,4000190
02EB021,MARY LAKE AT PORT SYDNEY,45.21986,-79.27639,ON,UTC-05:00,4000191
02EB022,SMOKE LAKE AT ALGONQUIN PROVINCIAL PARK,45.54156,-78.69539,ON,UTC-05:00,4000192
02EB023,GO HOME LAKE NEAR POTTERS LANDING,44.98611,-79.82858,ON,UTC-05:00,4000193
02EC002,BLACK RIVER NEAR WASHAGO,44.71367,-79.28161,ON,UTC-05:00,4000194
02EC008,BLACK RIVER AT BALDWIN,44.26064,-79.34389,ON,UTC-05:00,4000195
02EC009,HOLLAND RIVER EAST BRANCH AT HOLLAND LANDING,44.09492,-79.48956,ON,UTC-05:00,4000196
02EC010,SCHOMBERG RIVER NEAR SCHOMBERG,44.01214,-79.68564,ON,UTC-05:00,4000197
02EC011,BEAVER RIVER NEAR BEAVERTON,44.39708,-79.07083,ON,UTC-05:00,4000198
02EC014,SEVERN RIVER ABOVE WASDELL FALLS,44.77531,-79.29714,ON,UTC-05:00,4000199
02EC018,PEFFERLAW BROOK NEAR UDORA,44.26753,-79.19461,ON,UTC-05:00,4000200
02EC019,BLACK RIVER NEAR VANKOUGHNET,44.99256,-79.04956,ON,UTC-05:00,4000201
02EC020,HAWKESTONE CREEK AT HAWKESTONE,44.49697,-79.46797,ON,UTC-05:00,4000202
02EC021,UXBRIDGE BROOK NEAR UXBRIDGE,44.13808,-79.11276,ON,UTC-05:00,4000203
02EC022,HEAD RIVER NEAR SEBRIGHT,44.72561,-79.07044,ON,UTC-05:00,4000204
02EC023,SEVERN RIVER NEAR MILL ISLAND,44.752,-79.33181,ON,UTC-05:00,4000205
02ED003,NOTTAWASAGA RIVER NEAR BAXTER,44.24981,-79.82142,ON,UTC-05:00,4000206
02ED007,COLDWATER RIVER AT COLDWATER,44.70719,-79.64375,ON,UTC-05:00,4000207
02ED013,WYE RIVER NEAR WYEVALE,44.64978,-79.90375,ON,UTC-05:00,4000208
02ED014,PINE RIVER NEAR EVERETT,44.20003,-79.96,ON,UTC-05:00,4000209
02ED015,MAD RIVER AT AVENING,44.30736,-80.07203,ON,UTC-05:00,4000210
02ED017,HOGG CREEK NEAR VICTORIA HARBOUR,44.72606,-79.77897,ON,UTC-05:00,4000211
02ED024,NORTH RIVER AT THE FALLS,44.76767,-79.57828,ON,UTC-05:00,4000212
02ED026,NOTTAWASAGA RIVER AT HOCKLEY,44.02475,-79.96989,ON,UTC-05:00,4000213
02ED027,NOTTAWASAGA RIVER NEAR EDENVALE,44.485,-79.966,ON,UTC-05:00,4000214
02ED029,INNISFIL CREEK NEAR ALLISTON,44.13122,-79.78097,ON,UTC-05:00,4000215
02ED030,SILVER CREEK AT ORILLIA,44.64681,-79.45203,ON,UTC-05:00,4000216
02ED031,PRETTY RIVER AT COLLINGWOOD,44.50006,-80.19872,ON,UTC-05:00,4000217
02ED032,WILLOW CREEK NEAR MINESING,44.4425,-79.7995,ON,UTC-05:00,4000218
02ED100,BEETON CREEK NEAR TOTTENHAM,44.04914,-79.80339,ON,UTC-05:00,4000219
02ED101,NOTTAWASAGA RIVER NEAR ALLISTON,44.11058,-79.89028,ON,UTC-05:00,4000220
02FA001,SAUBLE RIVER AT SAUBLE FALLS,44.67753,-81.25606,ON,UTC-05:00,4000221
02FA002,STOKES RIVER NEAR FERNDALE,45.03697,-81.33636,ON,UTC-05:00,4000222
02FA004,SAUBLE RIVER AT ALLENFORD,44.53553,-81.17769,ON,UTC-05:00,4000223
02FB007,SYDENHAM RIVER NEAR OWEN SOUND,44.52225,-80.93019,ON,UTC-05:00,4000224
02FB009,BEAVER RIVER NEAR CLARKSBURG,44.51986,-80.46778,ON,UTC-05:00,4000225
02FB010,BIGHEAD RIVER NEAR MEAFORD,44.57017,-80.6485,ON,UTC-05:00,4000226
02FB012,MILL CREEK NEAR RED WING,44.46423,-80.48576,ON,UTC-05:00,4000227
02FB013,BEAVER RIVER NEAR VANDELEUR,44.34614,-80.53997,ON,UTC-05:00,4000228
02FB014,BIGHEAD RIVER NEAR STRATHAVON,44.47178,-80.77653,ON,UTC-05:00,4000229
02FC001,SAUGEEN RIVER NEAR PORT ELGIN,44.45647,-81.32644,ON,UTC-05:00,4000230
02FC002,SAUGEEN RIVER NEAR WALKERTON,44.12047,-81.11533,ON,UTC-05:00,4000231
02FC011,CARRICK CREEK NEAR CARLSRUHE,44.11339,-81.01925,ON,UTC-05:00,4000232
02FC012,SOUTH SAUGEEN RIVER NEAR HANOVER,44.09869,-80.98456,ON,UTC-05:00,4000233
02FC015,TEESWATER RIVER NEAR PAISLEY,44.26831,-81.26919,ON,UTC-05:00,4000234
02FC016,SAUGEEN RIVER ABOVE DURHAM,44.18542,-80.78747,ON,UTC-05:00,4000235
02FC017,BEATTY SAUGEEN RIVER NEAR HOLSTEIN,44.09047,-80.74194,ON,UTC-05:00,4000236
02FC020,TEESWATER RIVER AT TEESWATER,44.00061,-81.28381,ON,UTC-05:00,4000237
02FC021,CAMP CREEK AT ALLAN PARK,44.16106,-80.92911,ON,UTC-05:00,4000238
02FD002,LUCKNOW RIVER AT LUCKNOW,43.96528,-81.51344,ON,UTC-05:00,4000239
02FD003,NORTH PENETANGORE RIVER AT KINCARDINE,44.17281,-81.63106,ON,UTC-05:00,4000240
02FE002,MAITLAND RIVER BELOW WINGHAM,43.88675,-81.32644,ON,UTC-05:00,4000241
02FE003,MIDDLE MAITLAND RIVER NEAR LISTOWEL,43.72723,-80.97267,ON,UTC-05:00,4000242
02FE005,MAITLAND RIVER ABOVE WINGHAM,43.91508,-81.26439,ON,UTC-05:00,4000243
02FE007,LITTLE MAITLAND RIVER AT BLUEVALE,43.85439,-81.2505,ON,UTC-05:00,4000244
02FE008,MIDDLE MAITLAND RIVER NEAR BELGRAVE,43.81289,-81.30689,ON,UTC-05:00,4000245
02FE009,SOUTH MAITLAND RIVER AT SUMMERHILL,43.68436,-81.54117,ON,UTC-05:00,4000246
02FE010,BOYLE DRAIN NEAR ATWOOD,43.67634,-81.07485,ON,UTC-05:00,4000247
02FE011,MAITLAND RIVER NEAR HARRISTON,43.90381,-80.89261,ON,UTC-05:00,4000248
02FE013,MIDDLE MAITLAND RIVER ABOVE ETHEL,43.71839,-81.12464,ON,UTC-05:00,4000249
02FE014,BLYTH BROOK BELOW BLYTH,43.76033,-81.46319,ON,UTC-05:00,4000250
02FE015,MAITLAND RIVER AT BENMILLER,43.71756,-81.62619,ON,UTC-05:00,4000251
02FE016,SOUTH MAITLAND RIVER AT ROXBORO,43.57925,-81.40131,ON,UTC-05:00,4000252
02FE017,LAKELET CREEK NEAR GORRIE,43.89292,-81.06328,ON,UTC-05:00,4000253
02FF002,AUSABLE RIVER NEAR SPRINGBANK,43.07192,-81.65975,ON,UTC-05:00,4000254
